n, x0, x1, s, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime
155, -0.4375, -0.3125, 0.0, [nan], 4.03943414307, 1.0, nan, nan, nan,3.91006469727e-05, 4.60147857666e-05, 3.00407409668e-05, 14:21:29  17-06-16
156, -0.4375, -0.1875, 0.0, [nan], 3.28503961182, 1.0, 0.0, 0.0, 0.001,4.07695770264e-05, 4.60147857666e-05, 6.50882720947e-05, 14:21:29  17-06-16
157, -0.4375, -0.0625, 0.0, [nan], 2.60877008057, 1.0, nan, nan, nan,3.60012054443e-05, 4.10079956055e-05, 2.69412994385e-05, 14:21:29  17-06-16
158, -0.4375, 0.0625, 0.0, [nan], 2.01062554932, 1.0, nan, nan, nan,5.69820404053e-05, 7.31945037842e-05, 5.3882598877e-05, 14:21:29  17-06-16
159, -0.4375, 0.1875, 0.0, [nan], 1.49060601807, 1.0, nan, nan, nan,6.19888305664e-05, 7.29560852051e-05, 5.00679016113e-05, 14:21:29  17-06-16
160, -0.4375, 0.3125, 0.0, [nan], 1.04871148682, 1.0, 0.0, 0.0, 0.001,3.60012054443e-05, 4.79221343994e-05, 7.00950622559e-05, 14:21:29  17-06-16
161, -0.4375, 0.4375, 0.0, [nan], 0.684941955566, 1.0, nan, nan, nan,3.00407409668e-05, 3.60012054443e-05, 2.50339508057e-05, 14:21:29  17-06-16
162, -0.4375, 0.5625, 0.0, [nan], 0.399297424316, 1.0, nan, nan, nan,4.00543212891e-05, 4.38690185547e-05, 3.00407409668e-05, 14:21:29  17-06-16
163, -0.4375, 0.6875, 0.0, [nan], 0.191777893066, 1.0, nan, nan, nan,6.50882720947e-05, 7.48634338379e-05, 3.81469726562e-05, 14:21:29  17-06-16
164, -0.4375, 0.8125, 0.0, [nan], 0.0623833618164, 1.0, 0.0, 0.0, 0.001,3.79085540771e-05, 4.41074371338e-05, 8.89301300049e-05, 14:21:29  17-06-16
165, -0.4375, 0.9375, 0.0, [nan], 0.0111138305664, 1.0, nan, nan, nan,3.71932983398e-05, 4.29153442383e-05, 2.69412994385e-05, 14:21:29  17-06-16
166, -0.3125, -0.9375, 0.0, [nan], 5.08869683838, 1.0, nan, nan, nan,5.57899475098e-05, 6.31809234619e-05, 5.60283660889e-05, 14:21:29  17-06-16
167, -0.3125, -0.8125, 0.0, [nan], 4.23664605713, 1.0, nan, nan, nan,5.79357147217e-05, 6.69956207275e-05, 3.81469726562e-05, 14:21:29  17-06-16
168, -0.3125, -0.6875, 0.0, [nan], 3.46272027588, 1.0, 0.0, 0.0, 0.001,3.69548797607e-05, 4.41074371338e-05, 6.19888305664e-05, 14:21:29  17-06-16
169, -0.3125, -0.5625, 0.0, [nan], 2.76691949463, 1.0, nan, nan, nan,6.103515625e-05, 6.41345977783e-05, 2.98023223877e-05, 14:21:29  17-06-16
170, -0.3125, -0.4375, 0.0, [nan], 2.14924371338, 1.0, nan, nan, nan,3.79085540771e-05, 4.00543212891e-05, 2.71797180176e-05, 14:21:29  17-06-16
171, -0.3125, -0.3125, 0.0, [nan], 1.60969293213, 1.0, nan, nan, nan,3.79085540771e-05, 4.31537628174e-05, 2.69412994385e-05, 14:21:29  17-06-16
172, -0.3125, -0.1875, 0.0, [nan], 1.14826715088, 1.0, 0.0, 0.0, 0.001,5.3882598877e-05, 6.00814819336e-05, 0.000144004821777, 14:21:29  17-06-16
173, -0.3125, -0.0625, 0.0, [nan], 0.764966369629, 1.0, nan, nan, nan,5.00679016113e-05, 4.88758087158e-05, 3.19480895996e-05, 14:21:29  17-06-16
174, -0.3125, 0.0625, 0.0, [nan], 0.459790588379, 1.0, nan, nan, nan,4.00543212891e-05, 4.6968460083e-05, 3.40938568115e-05, 14:21:29  17-06-16
175, -0.3125, 0.1875, 0.0, [nan], 0.232739807129, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 2.90870666504e-05, 14:21:29  17-06-16
176, -0.3125, 0.3125, 0.0, [nan], 0.0838140258789, 1.0, 0.0, 0.0, 0.001,3.50475311279e-05, 3.88622283936e-05, 6.50882720947e-05, 14:21:30  17-06-16
177, -0.3125, 0.4375, 0.0, [nan], 0.0130132446289, 1.0, nan, nan, nan,6.19888305664e-05, 7.41481781006e-05, 5.00679016113e-05, 14:21:30  17-06-16
178, -0.3125, 0.5625, 0.0, [nan], 0.0203374633789, 1.0, nan, nan, nan,5.79357147217e-05, 4.29153442383e-05, 2.71797180176e-05, 14:21:30  17-06-16
179, -0.3125, 0.6875, 0.0, [nan], 0.105786682129, 1.0, nan, nan, nan,3.91006469727e-05, 4.19616699219e-05, 2.69412994385e-05, 14:21:30  17-06-16
180, -0.3125, 0.8125, 0.0, [nan], 0.269360900879, 1.0, 0.0, 0.0, 0.001,5.22136688232e-05, 4.98294830322e-05, 7.20024108887e-05, 14:21:30  17-06-16
181, -0.3125, 0.9375, 0.0, [nan], 0.511060119629, 1.0, nan, nan, nan,5.29289245605e-05, 5.69820404053e-05, 4.41074371338e-05, 14:21:30  17-06-16
182, -0.1875, -0.9375, 0.0, [nan], 3.10224176025, 1.0, nan, nan, nan,6.29425048828e-05, 8.20159912109e-05, 5.3882598877e-05, 14:21:30  17-06-16
183, -0.1875, -0.8125, 0.0, [nan], 2.445503479, 1.0, nan, nan, nan,3.2901763916e-05, 3.79085540771e-05, 2.71797180176e-05, 14:21:30  17-06-16
184, -0.1875, -0.6875, 0.0, [nan], 1.86689019775, 1.0, 0.0, 0.0, 0.001,4.00543212891e-05, 4.60147857666e-05, 6.79492950439e-05, 14:21:30  17-06-16
185, -0.1875, -0.5625, 0.0, [nan], 1.3664019165, 1.0, nan, nan, nan,6.69956207275e-05, 7.41481781006e-05, 5.3882598877e-05, 14:21:30  17-06-16
186, -0.1875, -0.4375, 0.0, [nan], 0.944038635254, 1.0, nan, nan, nan,4.00543212891e-05, 4.6968460083e-05, 3.00407409668e-05, 14:21:30  17-06-16
187, -0.1875, -0.3125, 0.0, [nan], 0.599800354004, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 2.98023223877e-05, 14:21:30  17-06-16
188, -0.1875, -0.1875, 0.0, [nan], 0.333687072754, 1.0, 0.0, 0.0, 0.001,4.00543212891e-05, 4.48226928711e-05, 6.79492950439e-05, 14:21:30  17-06-16
189, -0.1875, -0.0625, 0.0, [nan], 0.145698791504, 1.0, nan, nan, nan,3.88622283936e-05, 4.60147857666e-05, 2.90870666504e-05, 14:21:30  17-06-16
190, -0.1875, 0.0625, 0.0, [nan], 0.0358355102539, 1.0, nan, nan, nan,3.91006469727e-05, 4.60147857666e-05, 2.88486480713e-05, 14:21:30  17-06-16
191, -0.1875, 0.1875, 0.0, [nan], 0.00409722900391, 1.0, nan, nan, nan,5.07831573486e-05, 6.00814819336e-05, 3.91006469727e-05, 14:21:30  17-06-16
192, -0.1875, 0.3125, 0.0, [nan], 0.0504839477539, 1.0, 0.0, 0.0, 0.001,4.10079956055e-05, 4.60147857666e-05, 6.79492950439e-05, 14:21:30  17-06-16
193, -0.1875, 0.4375, 0.0, [nan], 0.174995666504, 1.0, nan, nan, nan,4.10079956055e-05, 4.6968460083e-05, 2.90870666504e-05, 14:21:30  17-06-16
194, -0.1875, 0.5625, 0.0, [nan], 0.377632385254, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 2.90870666504e-05, 14:21:30  17-06-16
195, -0.1875, 0.6875, 0.0, [nan], 0.658394104004, 1.0, nan, nan, nan,4.91142272949e-05, 5.00679016113e-05, 3.60012054443e-05, 14:21:30  17-06-16
196, -0.1875, 0.8125, 0.0, [nan], 1.01728082275, 1.0, 0.0, 0.0, 0.001,4.00543212891e-05, 4.60147857666e-05, 6.79492950439e-05, 14:21:30  17-06-16
197, -0.1875, 0.9375, 0.0, [nan], 1.4542925415, 1.0, nan, nan, nan,3.88622283936e-05, 4.31537628174e-05, 2.69412994385e-05, 14:21:30  17-06-16
198, -0.0625, -0.9375, 0.0, [nan], 2.29149468994, 1.0, nan, nan, nan,4.10079956055e-05, 4.6968460083e-05, 3.00407409668e-05, 14:21:30  17-06-16
199, -0.0625, -0.8125, 0.0, [nan], 1.73241265869, 1.0, nan, nan, nan,6.00814819336e-05, 4.79221343994e-05, 2.90870666504e-05, 14:21:30  17-06-16
200, -0.0625, -0.6875, 0.0, [nan], 1.25145562744, 1.0, 0.0, 0.0, 0.001,3.79085540771e-05, 4.31537628174e-05, 6.79492950439e-05, 14:21:30  17-06-16
201, -0.0625, -0.5625, 0.0, [nan], 0.848623596191, 1.0, nan, nan, nan,3.60012054443e-05, 4.19616699219e-05, 2.69412994385e-05, 14:21:30  17-06-16
202, -0.0625, -0.4375, 0.0, [nan], 0.523916564941, 1.0, nan, nan, nan,3.60012054443e-05, 4.29153442383e-05, 3.19480895996e-05, 14:21:30  17-06-16
203, -0.0625, -0.3125, 0.0, [nan], 0.277334533691, 1.0, nan, nan, nan,3.69548797607e-05, 4.38690185547e-05, 2.59876251221e-05, 14:21:31  17-06-16
204, -0.0625, -0.1875, 0.0, [nan], 0.108877502441, 1.0, 0.0, 0.0, 0.001,6.38961791992e-05, 7.00950622559e-05, 0.00011682510376, 14:21:31  17-06-16
205, -0.0625, -0.0625, 0.0, [nan], 0.0185454711914, 1.0, nan, nan, nan,3.69548797607e-05, 4.19616699219e-05, 3.40938568115e-05, 14:21:31  17-06-16
206, -0.0625, 0.0625, 0.0, [nan], 0.00633843994141, 1.0, nan, nan, nan,6.19888305664e-05, 7.20024108887e-05, 5.10215759277e-05, 14:21:31  17-06-16
207, -0.0625, 0.1875, 0.0, [nan], 0.0722564086914, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 3.00407409668e-05, 14:21:31  17-06-16
208, -0.0625, 0.3125, 0.0, [nan], 0.216299377441, 1.0, 0.0, 0.0, 0.001,3.50475311279e-05, 4.00543212891e-05, 6.69956207275e-05, 14:21:31  17-06-16
209, -0.0625, 0.4375, 0.0, [nan], 0.438467346191, 1.0, nan, nan, nan,4.88758087158e-05, 6.19888305664e-05, 5.00679016113e-05, 14:21:31  17-06-16
210, -0.0625, 0.5625, 0.0, [nan], 0.738760314941, 1.0, nan, nan, nan,4.10079956055e-05, 4.48226928711e-05, 2.90870666504e-05, 14:21:31  17-06-16
211, -0.0625, 0.6875, 0.0, [nan], 1.11717828369, 1.0, nan, nan, nan,3.88622283936e-05, 4.60147857666e-05, 3.00407409668e-05, 14:21:31  17-06-16
212, -0.0625, 0.8125, 0.0, [nan], 1.57372125244, 1.0, 0.0, 0.0, 0.001,5.10215759277e-05, 5.88893890381e-05, 0.000120162963867, 14:21:31  17-06-16
213, -0.0625, 0.9375, 0.0, [nan], 2.10838922119, 1.0, nan, nan, nan,5.79357147217e-05, 7.5101852417e-05, 4.29153442383e-05, 14:21:31  17-06-16
214, 0.0625, -0.9375, 0.0, [nan], 2.29024468994, 1.0, nan, nan, nan,4.79221343994e-05, 5.31673431396e-05, 3.981590271e-05, 14:21:31  17-06-16
215, 0.0625, -0.8125, 0.0, [nan], 1.73116265869, 1.0, nan, nan, nan,3.69548797607e-05, 4.19616699219e-05, 2.69412994385e-05, 14:21:31  17-06-16
216, 0.0625, -0.6875, 0.0, [nan], 1.25020562744, 1.0, 0.0, 0.0, 0.001,3.79085540771e-05, 4.2200088501e-05, 6.5803527832e-05, 14:21:31  17-06-16
217, 0.0625, -0.5625, 0.0, [nan], 0.847373596191, 1.0, nan, nan, nan,4.00543212891e-05, 4.29153442383e-05, 2.8133392334e-05, 14:21:31  17-06-16
218, 0.0625, -0.4375, 0.0, [nan], 0.522666564941, 1.0, nan, nan, nan,3.69548797607e-05, 3.981590271e-05, 2.8133392334e-05, 14:21:31  17-06-16
219, 0.0625, -0.3125, 0.0, [nan], 0.276084533691, 1.0, nan, nan, nan,3.69548797607e-05, 4.29153442383e-05, 2.59876251221e-05, 14:21:31  17-06-16
220, 0.0625, -0.1875, 0.0, [nan], 0.107627502441, 1.0, 0.0, 0.0, 0.001,3.60012054443e-05, 4.29153442383e-05, 6.60419464111e-05, 14:21:31  17-06-16
221, 0.0625, -0.0625, 0.0, [nan], 0.0172954711914, 1.0, nan, nan, nan,3.71932983398e-05, 4.29153442383e-05, 2.69412994385e-05, 14:21:31  17-06-16
222, 0.0625, 0.0625, 0.0, [nan], 0.00508843994141, 1.0, nan, nan, nan,3.71932983398e-05, 4.19616699219e-05, 2.69412994385e-05, 14:21:31  17-06-16
223, 0.0625, 0.1875, 0.0, [nan], 0.0710064086914, 1.0, nan, nan, nan,3.69548797607e-05, 4.10079956055e-05, 2.69412994385e-05, 14:21:31  17-06-16
224, 0.0625, 0.3125, 0.0, [nan], 0.215049377441, 1.0, 0.0, 0.0, 0.001,3.69548797607e-05, 4.10079956055e-05, 6.69956207275e-05, 14:21:31  17-06-16
225, 0.0625, 0.4375, 0.0, [nan], 0.437217346191, 1.0, nan, nan, nan,3.69548797607e-05, 4.10079956055e-05, 2.71797180176e-05, 14:21:31  17-06-16
226, 0.0625, 0.5625, 0.0, [nan], 0.737510314941, 1.0, nan, nan, nan,3.79085540771e-05, 4.31537628174e-05, 2.78949737549e-05, 14:21:31  17-06-16
227, 0.0625, 0.6875, 0.0, [nan], 1.11592828369, 1.0, nan, nan, nan,3.981590271e-05, 4.50611114502e-05, 2.90870666504e-05, 14:21:31  17-06-16
228, 0.0625, 0.8125, 0.0, [nan], 1.57247125244, 1.0, 0.0, 0.0, 0.001,6.5803527832e-05, 7.5101852417e-05, 0.000114917755127, 14:21:31  17-06-16
229, 0.0625, 0.9375, 0.0, [nan], 2.10713922119, 1.0, nan, nan, nan,3.71932983398e-05, 4.29153442383e-05, 2.69412994385e-05, 14:21:31  17-06-16
230, 0.1875, -0.9375, 0.0, [nan], 3.09849176025, 1.0, nan, nan, nan,3.60012054443e-05, 4.19616699219e-05, 2.69412994385e-05, 14:21:31  17-06-16
231, 0.1875, -0.8125, 0.0, [nan], 2.441753479, 1.0, nan, nan, nan,4.19616699219e-05, 5.00679016113e-05, 3.69548797607e-05, 14:21:31  17-06-16
232, 0.1875, -0.6875, 0.0, [nan], 1.86314019775, 1.0, 0.0, 0.0, 0.001,2.90870666504e-05, 3.60012054443e-05, 0.000106811523438, 14:21:31  17-06-16
233, 0.1875, -0.5625, 0.0, [nan], 1.3626519165, 1.0, nan, nan, nan,2.69412994385e-05, 3.21865081787e-05, 2.28881835938e-05, 14:21:31  17-06-16
234, 0.1875, -0.4375, 0.0, [nan], 0.940288635254, 1.0, nan, nan, nan,4.00543212891e-05, 4.50611114502e-05, 3.38554382324e-05, 14:21:32  17-06-16
235, 0.1875, -0.3125, 0.0, [nan], 0.596050354004, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 3.00407409668e-05, 14:21:32  17-06-16
236, 0.1875, -0.1875, 0.0, [nan], 0.329937072754, 1.0, 0.0, 0.0, 0.001,5.69820404053e-05, 6.31809234619e-05, 0.000149965286255, 14:21:32  17-06-16
237, 0.1875, -0.0625, 0.0, [nan], 0.141948791504, 1.0, nan, nan, nan,3.91006469727e-05, 4.19616699219e-05, 2.90870666504e-05, 14:21:32  17-06-16
238, 0.1875, 0.0625, 0.0, [nan], 0.0320855102539, 1.0, nan, nan, nan,3.50475311279e-05, 3.88622283936e-05, 2.90870666504e-05, 14:21:32  17-06-16
239, 0.1875, 0.1875, 0.0, [nan], 0.000347229003906, 1.0, nan, nan, nan,3.981590271e-05, 4.60147857666e-05, 3.00407409668e-05, 14:21:32  17-06-16
240, 0.1875, 0.3125, 0.0, [nan], 0.0467339477539, 1.0, 0.1875, 0.1875, 0.000347229003906,3.88622283936e-05, 4.50611114502e-05, 7.20024108887e-05, 14:21:32  17-06-16
241, 0.1875, 0.4375, 0.0, [nan], 0.171245666504, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 2.88486480713e-05, 14:21:32  17-06-16
242, 0.1875, 0.5625, 0.0, [nan], 0.373882385254, 1.0, nan, nan, nan,3.71932983398e-05, 4.19616699219e-05, 2.69412994385e-05, 14:21:32  17-06-16
243, 0.1875, 0.6875, 0.0, [nan], 0.654644104004, 1.0, nan, nan, nan,4.81605529785e-05, 4.10079956055e-05, 2.59876251221e-05, 14:21:32  17-06-16
244, 0.1875, 0.8125, 0.0, [nan], 1.01353082275, 1.0, 0.1875, 0.1875, 0.000347229003906,2.69412994385e-05, 3.60012054443e-05, 6.19888305664e-05, 14:21:32  17-06-16
245, 0.1875, 0.9375, 0.0, [nan], 1.4505425415, 1.0, nan, nan, nan,3.60012054443e-05, 4.50611114502e-05, 2.40802764893e-05, 14:21:32  17-06-16
246, 0.3125, -0.9375, 0.0, [nan], 5.08244683838, 1.0, nan, nan, nan,3.00407409668e-05, 3.2901763916e-05, 2.21729278564e-05, 14:21:32  17-06-16
247, 0.3125, -0.8125, 0.0, [nan], 4.23039605713, 1.0, nan, nan, nan,2.62260437012e-05, 3.69548797607e-05, 2.28881835938e-05, 14:21:32  17-06-16
248, 0.3125, -0.6875, 0.0, [nan], 3.45647027588, 1.0, 0.1875, 0.1875, 0.000347229003906,2.8133392334e-05, 3.60012054443e-05, 5.3882598877e-05, 14:21:32  17-06-16
249, 0.3125, -0.5625, 0.0, [nan], 2.76066949463, 1.0, nan, nan, nan,5.19752502441e-05, 3.19480895996e-05, 2.19345092773e-05, 14:21:32  17-06-16
250, 0.3125, -0.4375, 0.0, [nan], 2.14299371338, 1.0, nan, nan, nan,3.50475311279e-05, 3.2901763916e-05, 2.31266021729e-05, 14:21:32  17-06-16
251, 0.3125, -0.3125, 0.0, [nan], 1.60344293213, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 3.09944152832e-05, 14:21:32  17-06-16
252, 0.3125, -0.1875, 0.0, [nan], 1.14201715088, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.71932983398e-05, 5.29289245605e-05, 14:21:32  17-06-16
253, 0.3125, -0.0625, 0.0, [nan], 0.758716369629, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.28881835938e-05, 14:21:32  17-06-16
254, 0.3125, 0.0625, 0.0, [nan], 0.453540588379, 1.0, nan, nan, nan,2.69412994385e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:32  17-06-16
255, 0.3125, 0.1875, 0.0, [nan], 0.226489807129, 1.0, nan, nan, nan,2.62260437012e-05, 3.69548797607e-05, 2.19345092773e-05, 14:21:32  17-06-16
256, 0.3125, 0.3125, 0.0, [nan], 0.0775640258789, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.09944152832e-05, 5.29289245605e-05, 14:21:32  17-06-16
257, 0.3125, 0.4375, 0.0, [nan], 0.00676324462891, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:32  17-06-16
258, 0.3125, 0.5625, 0.0, [nan], 0.0140874633789, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.28881835938e-05, 14:21:32  17-06-16
259, 0.3125, 0.6875, 0.0, [nan], 0.0995366821289, 1.0, nan, nan, nan,2.59876251221e-05, 4.00543212891e-05, 2.31266021729e-05, 14:21:32  17-06-16
260, 0.3125, 0.8125, 0.0, [nan], 0.263110900879, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.50475311279e-05, 5.41210174561e-05, 14:21:32  17-06-16
261, 0.3125, 0.9375, 0.0, [nan], 0.504810119629, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:32  17-06-16
262, 0.4375, -0.9375, 0.0, [nan], 8.97453179932, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.40802764893e-05, 14:21:32  17-06-16
263, 0.4375, -0.8125, 0.0, [nan], 7.82951226807, 1.0, nan, nan, nan,2.71797180176e-05, 3.48091125488e-05, 9.41753387451e-05, 14:21:32  17-06-16
264, 0.4375, -0.6875, 0.0, [nan], 6.76261773682, 1.0, 0.1875, 0.1875, 0.000347229003906,2.69412994385e-05, 3.69548797607e-05, 5.50746917725e-05, 14:21:32  17-06-16
265, 0.4375, -0.5625, 0.0, [nan], 5.77384820557, 1.0, nan, nan, nan,2.59876251221e-05, 3.48091125488e-05, 2.21729278564e-05, 14:21:32  17-06-16
266, 0.4375, -0.4375, 0.0, [nan], 4.86320367432, 1.0, nan, nan, nan,2.8133392334e-05, 3.69548797607e-05, 2.28881835938e-05, 14:21:32  17-06-16
267, 0.4375, -0.3125, 0.0, [nan], 4.03068414307, 1.0, nan, nan, nan,2.62260437012e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:32  17-06-16
268, 0.4375, -0.1875, 0.0, [nan], 3.27628961182, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.71932983398e-05, 5.29289245605e-05, 14:21:32  17-06-16
269, 0.4375, -0.0625, 0.0, [nan], 2.60002008057, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:32  17-06-16
270, 0.4375, 0.0625, 0.0, [nan], 2.00187554932, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.59876251221e-05, 14:21:32  17-06-16
271, 0.4375, 0.1875, 0.0, [nan], 1.48185601807, 1.0, nan, nan, nan,2.59876251221e-05, 3.50475311279e-05, 2.31266021729e-05, 14:21:32  17-06-16
272, 0.4375, 0.3125, 0.0, [nan], 1.03996148682, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.60012054443e-05, 5.50746917725e-05, 14:21:32  17-06-16
273, 0.4375, 0.4375, 0.0, [nan], 0.676191955566, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:32  17-06-16
274, 0.4375, 0.5625, 0.0, [nan], 0.390547424316, 1.0, nan, nan, nan,3.19480895996e-05, 4.41074371338e-05, 2.47955322266e-05, 14:21:32  17-06-16
275, 0.4375, 0.6875, 0.0, [nan], 0.183027893066, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.28881835938e-05, 14:21:32  17-06-16
276, 0.4375, 0.8125, 0.0, [nan], 0.0536333618164, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.60012054443e-05, 5.41210174561e-05, 14:21:32  17-06-16
277, 0.4375, 0.9375, 0.0, [nan], 0.00236383056641, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:32  17-06-16
278, 0.5625, -0.9375, 0.0, [nan], 15.8733794556, 1.0, nan, nan, nan,2.78949737549e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:32  17-06-16
279, 0.5625, -0.8125, 0.0, [nan], 14.3377349243, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:32  17-06-16
280, 0.5625, -0.6875, 0.0, [nan], 12.8802153931, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.60012054443e-05, 5.3882598877e-05, 14:21:32  17-06-16
281, 0.5625, -0.5625, 0.0, [nan], 11.5008208618, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:32  17-06-16
282, 0.5625, -0.4375, 0.0, [nan], 10.1995513306, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:32  17-06-16
283, 0.5625, -0.3125, 0.0, [nan], 8.97640679932, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.21729278564e-05, 14:21:32  17-06-16
284, 0.5625, -0.1875, 0.0, [nan], 7.83138726807, 1.0, 0.1875, 0.1875, 0.000347229003906,2.38418579102e-05, 3.60012054443e-05, 5.50746917725e-05, 14:21:32  17-06-16
285, 0.5625, -0.0625, 0.0, [nan], 6.76449273682, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:32  17-06-16
286, 0.5625, 0.0625, 0.0, [nan], 5.77572320557, 1.0, nan, nan, nan,3.50475311279e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:32  17-06-16
287, 0.5625, 0.1875, 0.0, [nan], 4.86507867432, 1.0, nan, nan, nan,2.59876251221e-05, 3.50475311279e-05, 2.31266021729e-05, 14:21:32  17-06-16
288, 0.5625, 0.3125, 0.0, [nan], 4.03255914307, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.60012054443e-05, 5.41210174561e-05, 14:21:32  17-06-16
289, 0.5625, 0.4375, 0.0, [nan], 3.27816461182, 1.0, nan, nan, nan,3.60012054443e-05, 3.40938568115e-05, 2.19345092773e-05, 14:21:32  17-06-16
290, 0.5625, 0.5625, 0.0, [nan], 2.60189508057, 1.0, nan, nan, nan,2.40802764893e-05, 3.48091125488e-05, 2.31266021729e-05, 14:21:32  17-06-16
291, 0.5625, 0.6875, 0.0, [nan], 2.00375054932, 1.0, nan, nan, nan,5.3882598877e-05, 6.19888305664e-05, 5.19752502441e-05, 14:21:32  17-06-16
292, 0.5625, 0.8125, 0.0, [nan], 1.48373101807, 1.0, 0.1875, 0.1875, 0.000347229003906,4.50611114502e-05, 5.19752502441e-05, 0.000108957290649, 14:21:32  17-06-16
293, 0.5625, 0.9375, 0.0, [nan], 1.04183648682, 1.0, nan, nan, nan,5.10215759277e-05, 4.98294830322e-05, 3.81469726562e-05, 14:21:32  17-06-16
294, 0.6875, -0.9375, 0.0, [nan], 27.2438335571, 1.0, nan, nan, nan,5.19752502441e-05, 5.10215759277e-05, 3.81469726562e-05, 14:21:32  17-06-16
295, 0.6875, -0.8125, 0.0, [nan], 25.2199077759, 1.0, nan, nan, nan,5.50746917725e-05, 6.98566436768e-05, 3.81469726562e-05, 14:21:32  17-06-16
296, 0.6875, -0.6875, 0.0, [nan], 23.2741069946, 1.0, 0.1875, 0.1875, 0.000347229003906,5.19752502441e-05, 4.98294830322e-05, 9.51290130615e-05, 14:21:32  17-06-16
297, 0.6875, -0.5625, 0.0, [nan], 21.4064312134, 1.0, nan, nan, nan,4.6968460083e-05, 5.22136688232e-05, 3.981590271e-05, 14:21:32  17-06-16
298, 0.6875, -0.4375, 0.0, [nan], 19.6168804321, 1.0, nan, nan, nan,5.29289245605e-05, 5.10215759277e-05, 3.91006469727e-05, 14:21:32  17-06-16
299, 0.6875, -0.3125, 0.0, [nan], 17.9054546509, 1.0, nan, nan, nan,4.6968460083e-05, 5.22136688232e-05, 3.981590271e-05, 14:21:32  17-06-16
300, 0.6875, -0.1875, 0.0, [nan], 16.2721538696, 1.0, 0.1875, 0.1875, 0.000347229003906,4.60147857666e-05, 5.10215759277e-05, 9.58442687988e-05, 14:21:32  17-06-16
301, 0.6875, -0.0625, 0.0, [nan], 14.7169780884, 1.0, nan, nan, nan,4.6968460083e-05, 5.10215759277e-05, 3.88622283936e-05, 14:21:32  17-06-16
302, 0.6875, 0.0625, 0.0, [nan], 13.2399273071, 1.0, nan, nan, nan,4.50611114502e-05, 5.19752502441e-05, 4.00543212891e-05, 14:21:32  17-06-16
303, 0.6875, 0.1875, 0.0, [nan], 11.8410015259, 1.0, nan, nan, nan,4.60147857666e-05, 5.19752502441e-05, 3.91006469727e-05, 14:21:32  17-06-16
304, 0.6875, 0.3125, 0.0, [nan], 10.5202007446, 1.0, 0.1875, 0.1875, 0.000347229003906,5.41210174561e-05, 5.29289245605e-05, 0.000102043151855, 14:21:32  17-06-16
305, 0.6875, 0.4375, 0.0, [nan], 9.27752496338, 1.0, nan, nan, nan,5.29289245605e-05, 4.81605529785e-05, 3.79085540771e-05, 14:21:32  17-06-16
